,nd,tsd
4769,35132,36020
4770,35624,36503
4771,35941,36825
4772,36159,37023
4773,36364,37227
4774,36443,37324
4775,36240,37123
4776,36077,36925
4777,35550,36358
4778,35440,36255
4779,35072,35952
4780,34885,35766
4781,34945,35828
4782,35205,36089
4783,36014,36879
4784,36747,37511
4785,37128,37884
4786,37022,37739
4787,36875,37527
4788,36590,37132
4789,36595,37134
4790,37159,37670
4791,36876,37407
4792,36035,36720
4793,34520,35366
4794,33221,33968
4795,31806,32449
4796,30130,30877
4797,28687,29818
4798,27119,28696
4799,26217,27915
4800,26924,28185
4801,27270,28401
4802,26997,27787
4803,26521,27499
4804,26067,27734
4805,25686,27405
4806,25251,27002
4807,24882,26617
4808,24777,26528
4809,24970,26658
4810,25292,26879
4811,25865,27023
4812,27364,27964
4813,28974,29584
4814,30807,31414
4815,32125,32786
4816,33564,34177
4817,34299,34933
4818,34631,35318
4819,34622,35232
4820,34567,35313
4821,34458,35315
4822,34464,35295
4823,34075,34932
4824,33807,34668
4825,33294,34153
4826,33028,33887
4827,32531,33390
4828,32369,33228
4829,32262,33121
4830,32476,33335
4831,33222,34081
4832,33949,34806
4833,34265,35126
4834,34235,35096
4835,34221,34978
4836,33949,34571
4837,34269,34887
4838,35202,35818
4839,35374,36113
4840,34665,35522
4841,33821,34686
4842,32694,33558
4843,31538,32392
4844,30176,30914
4845,28589,29216
4846,27067,28014
4847,26195,27619
4848,26791,27961
4849,27145,27961
4850,26706,27753
4851,26259,27446
4852,25582,27533
4853,25231,27188
4854,24676,26694
4855,24323,26334
4856,24224,26223
4857,24187,26080
4858,24168,25902
4859,24378,26115
4860,25407,27099
4861,26412,27826
4862,27763,28751
4863,28829,29535
4864,30325,30951
4865,31431,32085
4866,32358,32968
4867,32817,33427
4868,33340,33950
4869,33633,34244
4870,33925,34533
4871,33688,34298
4872,33163,33917
4873,32345,33204
4874,31721,32575
4875,31336,32154
4876,31180,31942
4877,30956,31653
4878,31088,31744
4879,31483,32205
4880,31909,32635
4881,32004,32652
4882,31984,32617
4883,31953,32567
4884,32031,32647
4885,32357,32974
4886,34062,34678
4887,34552,35167
4888,34241,35002
4889,32985,33851
4890,32079,32827
4891,30663,31265
4892,29000,29526
4893,27524,28049
4894,26288,26814
4895,25500,26167
4896,26175,26796
4897,26605,27155
4898,26359,26884
4899,26053,26608
4900,25538,26552
4901,25087,26164
4902,24595,25849
4903,24279,25572
4904,24357,25751
4905,24543,25700
4906,24809,26025
4907,25358,26437
4908,26519,28032
4909,27665,29248
4910,29032,30666
4911,30231,31482
4912,31659,32292
4913,32758,33390
4914,33439,34070
4915,33773,34409
4916,33848,34481
4917,33885,34518
4918,33879,34511
4919,33531,34162
4920,33201,33901
4921,32708,33340
4922,32374,33006
4923,31918,32550
4924,31708,32340
4925,31704,32333
4926,32071,32702
4927,32809,33440
4928,33705,34336
4929,33907,34546
4930,33985,34614
4931,33895,34520
4932,33899,34461
4933,34278,34837
4934,35635,36244
4935,36391,37006
4936,35786,36548
4937,34088,34927
4938,32668,33382
4939,30784,31380
4940,28874,29401
4941,26922,27711
4942,25550,26525
4943,24970,25981
4944,25711,26572
4945,26236,27204
4946,26005,26896
4947,25595,26499
4948,25213,26485
4949,24932,26305
4950,24653,26022
4951,24610,25862
4952,25046,25716
4953,25982,26505
4954,27758,28277
4955,29951,30474
4956,32964,33644
4957,35175,36056
4958,37300,38186
4959,38537,39420
4960,39577,40461
4961,39880,40764
4962,40165,41051
4963,40174,41060
4964,40376,41262
4965,40463,41349
4966,40650,41533
4967,40396,41283
4968,40279,41166
4969,39909,40793
4970,39878,40761
4971,39495,40379
4972,39338,40220
4973,39345,40228
4974,39640,40523
4975,40191,41071
4976,40583,41461
4977,40508,41387
4978,40155,41039
4979,39815,40701
4980,39418,40284
4981,39379,40243
4982,40252,41113
4983,40394,41260
4984,38939,39806
4985,37342,38208
4986,35411,36269
4987,33013,33722
4988,30746,31613
4989,28663,30178
4990,27107,28750
4991,26396,28031
4992,26926,28558
4993,27422,29041
4994,27104,28726
4995,26727,28400
4996,26280,27957
4997,25881,27553
4998,25573,27238
